sample_id,sample_labid,sample_sequenceid,duplicate_id,extraction_date,sample_tissuetype,sample_buffer,country,lateral_flow_test,dfat_result,diagnostic_result,test_centre,ngs_runid,ngs_rundate,ngs_location,ngs_platform,nanopore_platform,ngs_flowcell,ngs_prep,ngs_barcode,extraction_pass,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,consensus_coverage
M-1,RADDL4B-23-057,RADDL4B-23-057_1,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode09,fail,21210,20972,851.6942675,507.2435237,726,0,2223,11683,11678,11676,11674,11601
M-1,RADDL4B-23-057,RADDL4B-23-057_2,1,10 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run1,09 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode73,pass,10323,9685,581.4674824,511.0859431,469,0,3503,11894,11893,11885,11871,11797
M-10,RADDL4B-23-070,RADDL4B-23-070_1,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode60,pass,15279,14956,896.8835065,385.6751115,840,0,2035,11901,11893,11884,11672,11801
M-10,RADDL4B-23-070,RADDL4B-23-070_2,1,22 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run10,26 Nov 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode53,pass,6822,6309,304.8300369,255.4955173,220,0,1707,11894,11887,11882,10791,11795
M-100,RADDL4B-24-102,RADDL4B-24-102_1,RADDL4B-24-102_1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode01,pass,3666,3543,146.0369594,92.62219533,128,0,455,11887,11682,11479,7763,11181
M-100,RADDL4B-24-102,RADDL4B-24-102_1,RADDL4B-24-102_1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode26,pass,69784,67991,2955.340764,1627.603845,2746,0,8348,11900,11888,11884,11678,11799
M-100,RADDL4B-24-102,RADDL4B-24-102_2,1,10 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run1,09 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode93,pass,30388,28152,1219.029668,930.8182803,973,0,4743,11894,11893,11892,11672,11796
M-103,RADDL4B-24-105,RADDL4B-24-105,1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode02,pass,71421,70333,3029.678009,1625.137111,2979.5,0,7733,11894,11886,11883,11673,11803
M-104,RADDL4B-24-106,RADDL4B-24-106_1,1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode03,pass,49053,48434,2040.90538,1175.73777,2018,0,5929,11819,11687,11678,11515,11601
M-104,RADDL4B-24-106,RADDL4B-24-106_2,1,12 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode64,pass,5661,5214,225.7340764,228.7723372,121,0,1375,11893,11887,11877,6831,11795
M-105,RADDL4B-24-107,RADDL4B-24-107,1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode04,pass,55017,53958,2102.161498,1245.495981,2080,0,5808,11895,11885,11678,11519,11599
M-106,RADDL4B-24-120,RADDL4B-24-120_1,RADDL4B-24-120_1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode08,fail,12981,12089,417.585652,525.7133389,231.5,0,2796,11501,10706,9791,7282,8512
M-106,RADDL4B-24-120,RADDL4B-24-120_1,RADDL4B-24-120_1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode91,fail,14510,14338,467.7170634,809.0159563,114,0,4146,10984,10077,8293,6895,7961
M-106,RADDL4B-24-120,RADDL4B-24-120_2,1,10 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode65,pass,16153,14856,770.6703822,572.1576621,532,0,3301,11896,11893,11885,11673,11796
M-107,RADDL4B-24-121,RADDL4B-24-121,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode92,fail,14686,14444,900.4616158,415.9865707,821,0,2387,11895,11893,11860,11671,11594
M-108,RADDL4B-24-122,RADDL4B-24-122,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode93,fail,52856,51981,2788.003017,1229.197452,2663,0,6413,11894,11893,11892,11690,11799
M-110,RADDL4B-24-124,RADDL4B-24-124_1,1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode05,pass,66136,65427,2907.646413,1520.45009,2852.5,0,7044,11719,11689,11678,11515,11598
M-110,RADDL4B-24-124,RADDL4B-24-124_2,1,12 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode66,pass,9975,8901,579.6425578,373.2797657,400,0,1674,11895,11888,11885,11650,11800
M-111,RADDL4B-24-125,RADDL4B-24-125,1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode06,pass,72484,71114,3144.007208,1622.558412,3062.5,0,7560,11892,11886,11881,11676,11762
M-113,RADDL4B-24-127,RADDL4B-24-127,1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode07,pass,51798,51262,2505.569561,1246.698299,2385,0,6308,11895,11684,11677,11676,11598
M-114,RADDL4B-24-128,RADDL4B-24-128,1,4 Oct 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode36,pass,15024,14059,652.7349983,606.2485223,436,0,3356,11696,11687,11676,11278,11596
M-115,RADDL4B-24-129,RADDL4B-24-129,1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode08,pass,68590,67543,3037.223433,1602.716173,2914,0,7803,11890,11885,11880,11676,11803
M-116,RADDL4B-24-130,RADDL4B-24-130_1,1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode09,pass,24718,24151,882.5030171,682.1074801,782,0,3142,11889,11877,11676,10962,11395
M-116,RADDL4B-24-130,RADDL4B-24-130_2,1,12 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode67,pass,2263,2012,98.63568555,84.7735699,69,0,515,11890,11884,11479,4201,10603
M-12,RADDL4B-23-084,RADDL4B-23-084,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode63,pass,83529,82075,3738.60761,2071.027003,3512.5,0,10018,11898,11893,11892,11877,11796
M-13,RADDL4B-23-085,RADDL4B-23-085_1,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode64,pass,47815,46669,2645.680774,1161.976273,2580,0,6400,11895,11894,11893,11875,11799
M-13,RADDL4B-23-085,RADDL4B-23-085_2,1,12 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode43,pass,15862,14840,590.1979551,617.3238408,319,0,3681,11894,11889,11885,11555,11802
M-14,RADDL4B-23-089,RADDL4B-23-089,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode65,pass,100205,98543,4206.909655,2613.970133,3922,0,11842,11896,11894,11893,11885,11797
M-15,RADDL4B-23-092,RADDL4B-23-092,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode66,pass,54933,53704,3008.533104,1393.049874,2836.5,0,7606,11896,11894,11893,11885,11800
M-16,RADDL4B-23-096,RADDL4B-23-096,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode74,pass,2392,2025,80.7256118,94.52004476,53,0,610,11676,11475,10569,2816,8200
M-2,RADDL4B-23-060,RADDL4B-23-060_1,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode56,pass,139223,136978,5492.422896,3900.067245,4840.5,0,17184,11908,11896,11887,11885,11798
M-2,RADDL4B-23-060,RADDL4B-23-060_2,1,22 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run10,26 Nov 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode51,pass,8658,8362,309.9566711,308.3000911,176.5,0,1770,11893,11887,11877,9229,11593
M-20,RADDL4B-23-093,RADDL4B-23-093_1,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode67,pass,52849,52386,1932.297519,1810.968882,1475,0,8285,11885,11677,11352,10050,11273
M-20,RADDL4B-23-093,RADDL4B-23-093_2,1,12 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode44,pass,14549,13441,559.9552464,590.4991973,306,0,3323,11894,11887,11885,11481,11798
M-21,RADDL4B-23-094,RADDL4B-23-094,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode68,pass,36848,36238,1899.339172,1140.038022,1570,0,5272,11898,11893,11892,11699,11796
M-22,RADDL4B-23-095,RADDL4B-23-095_1,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode13,fail,59495,58392,2605.88996,1376.554024,2504,0,6620,11892,11682,11678,11515,11602
M-22,RADDL4B-23-095,RADDL4B-23-095_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode73,pass,1736,1633,89.88090848,51.04526216,79,0,274,11894,11883,11585,4228,11214
M-22,RADDL4B-23-095,RADDL4B-23-095_3,1,12 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode45,pass,16563,15388,637.8933121,628.0223312,333,0,3392,11894,11893,11886,11544,11798
M-23,RADDL4B-23-097,RADDL4B-23-097_1,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode15,fail,36483,35753,1190.832886,973.1040744,1116,0,4772,11683,11590,11211,10032,10815
M-23,RADDL4B-23-097,RADDL4B-23-097_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode75,pass,2045,1895,96.61414683,86.01932872,74,0,415,11888,11882,10974,4087,9725
M-23,RADDL4B-23-097,RADDL4B-23-097_3,1,12 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode46,pass,7824,7392,313.3960778,366.4047476,210,0,1965,11895,11888,11881,8742,11799
M-24,RADDL4B-23-098,RADDL4B-23-098_1,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode16,fail,50986,49885,1807.650855,1234.604147,1735.5,0,6395,11885,11882,11678,11514,11598
M-24,RADDL4B-23-098,RADDL4B-23-098_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode76,pass,2871,2673,187.1438988,111.237668,170,0,503,11888,11886,11881,8615,11803
M-24,RADDL4B-23-098,RADDL4B-23-098_3,1,12 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode47,pass,10766,10128,567.1654375,506.2681025,418,0,2932,11894,11893,11887,11531,11797
M-25,RADDL4B-23-099,RADDL4B-23-099_1,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode17,fail,34164,33725,1451.09286,875.3214738,1424,0,4408,11683,11678,11677,11462,11392
M-25,RADDL4B-23-099,RADDL4B-23-099_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode77,pass,1570,1475,97.59830707,60.6483436,84,0,284,11887,11883,11871,5418,11629
M-25,RADDL4B-23-099,RADDL4B-23-099_3,1,16 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode48,pass,11268,10222,399.4539893,389.849873,243,0,2365,11896,11887,11881,10850,11800
M-26,RADDL4B-23-100,RADDL4B-23-100_1,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode18,fail,49449,48614,2197.375042,1216.204693,2168,0,6036,11894,11883,11677,11515,11602
M-26,RADDL4B-23-100,RADDL4B-23-100_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode78,pass,5236,4860,194.4442675,196.5659397,118,0,961,11898,11886,11694,6452,11376
M-26,RADDL4B-23-100,RADDL4B-23-100_3,1,16 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode49,pass,10488,9650,381.6632585,383.6787633,201,0,2221,11895,11887,11883,11124,11800
M-27,RADDL4B-23-101,RADDL4B-23-101_1,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode19,fail,35731,34910,1546.575344,805.0580044,1543,0,3542,11886,11885,11790,11675,11596
M-27,RADDL4B-23-101,RADDL4B-23-101_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode79,pass,2029,1899,79.77321488,79.26926466,53,0,469,11907,11878,9547,3001,8191
M-29,RADDL4B-24-001,RADDL4B-24-001_1,RADDL4B-24-001_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode01,fail,940,938,28.88954073,103.4131859,0,0,497,1935,1570,1547,761,1369
M-29,RADDL4B-24-001,RADDL4B-24-001_1,RADDL4B-24-001_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode73,fail,2210,2198,68.12671807,243.2462748,0,0,1098,2344,1572,1565,766,1368
M-29,RADDL4B-24-001,RADDL4B-24-001_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode80,pass,1089,1031,38.73348978,45.43283904,20,0,262,11879,10860,6006,1153,4311
M-29,RADDL4B-24-001,RADDL4B-24-001_3,1,16 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode50,pass,5838,5283,218.128478,214.0552185,122,0,1304,11888,11887,11859,7410,11802
M-3,RADDL4B-23-061,RADDL4B-23-061_1,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode57,pass,39027,38666,1534.756034,1102.192717,1438,0,4718,11894,11886,11885,11675,11802
M-3,RADDL4B-23-061,RADDL4B-23-061_2,1,22 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run10,26 Nov 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode52,pass,16895,14721,822.572997,497.680495,742,0,2559,11896,11891,11886,11881,11795
M-30,RADDL4B-24-002,RADDL4B-24-002,1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode02,fail,84826,83199,3228.309085,1878.512332,3125,0,9256,11887,11886,11882,11677,11785
M-31,RADDL4B-24-003,RADDL4B-24-003,1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode03,fail,48427,47633,1668.1853,1246.980852,1640.5,0,6360,11687,11680,11677,11442,11603
M-34,RADDL4B-24-013,RADDL4B-24-013,1,4 Oct 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode49,pass,84192,82959,3563.054308,2819.080868,2988,0,12044,11895,11893,11714,11333,11573
M-35,RADDL4B-24-014,RADDL4B-24-014_1,RADDL4B-24-014_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode03,fail,2869,2592,89.43211532,122.9905575,27,0,627,11473,9441,6348,4136,5814
M-35,RADDL4B-24-014,RADDL4B-24-014_1,RADDL4B-24-014_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode07,fail,5069,4990,165.5072075,254.1563005,52,0,1479,9150,8643,7494,4181,6955
M-35,RADDL4B-24-014,RADDL4B-24-014_1,RADDL4B-24-014_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode76,fail,17366,17074,569.1181696,876.8156471,141,0,4953,10109,8813,8417,6499,8024
M-35,RADDL4B-24-014,RADDL4B-24-014_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode84,pass,2502,2283,83.57760644,102.8743502,46,0,593,11883,11342,8742,3516,7190
M-37,RADDL4B-24-010,RADDL4B-24-010_1,1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode04,fail,81525,80446,2945.898089,1920.092228,2968.5,0,9470,11895,11891,11678,11676,11598
M-37,RADDL4B-24-010,RADDL4B-24-010_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode81,pass,808,711,29.98667449,31.32713246,22,0,211,11886,11689,6933,418,3856
M-37,RADDL4B-24-010,RADDL4B-24-010_3,1,12 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode51,pass,3741,3313,126.7835233,154.1601791,82,0,1035,11888,11883,11432,5050,9825
M-38,RADDL4B-24-011,RADDL4B-24-011_1,RADDL4B-24-011_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode01,fail,142024,125426,4680.186054,5191.249782,3006.5,0,28779,11712,11700,11694,10956,11593
M-38,RADDL4B-24-011,RADDL4B-24-011_1,RADDL4B-24-011_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode05,fail,20250,20057,656.0250587,957.2016576,152,0,5617,10578,9763,8480,7430,8267
M-38,RADDL4B-24-011,RADDL4B-24-011_1,RADDL4B-24-011_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode74,fail,24152,23168,786.2190748,1108.35957,221.5,0,5907,10329,9767,8613,7620,8266
M-38,RADDL4B-24-011,RADDL4B-24-011_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode82,pass,1809,1637,79.93303721,54.15999101,63,0,317,11887,11886,11189,3984,10708
M-38,RADDL4B-24-011,RADDL4B-24-011_3,1,12 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode52,pass,6831,6412,259.9507208,299.5691591,128,0,1764,11895,11893,11873,7511,11800
M-39,RADDL4B-24-017,RADDL4B-24-017,1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode10,fail,51593,50719,1972.144737,1221.022824,1925,0,6174,11901,11885,11678,11675,11598
M-4,RADDL4B-23-065,RADDL4B-23-065,1,16 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode58,pass,98373,96842,3850.974606,2713.29057,3595,0,11986,11900,11894,11886,11885,11802
M-40,RADDL4B-24-012,RADDL4B-24-012_1,RADDL4B-24-012_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode02,fail,148423,136753,4735.023466,7525.553995,2164,0,47599,11894,11869,11694,11098,11589
M-40,RADDL4B-24-012,RADDL4B-24-012_1,RADDL4B-24-012_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode06,fail,39046,38619,1272.459604,1380.457596,853,0,6776,11572,11166,10360,8512,10107
M-40,RADDL4B-24-012,RADDL4B-24-012_1,RADDL4B-24-012_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode75,fail,78173,77219,2548.993631,2738.219862,1780,0,12528,11576,11387,10534,8780,10316
M-40,RADDL4B-24-012,RADDL4B-24-012_2,1,28 Nov 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode83,pass,685,617,22.71521958,21.26181788,18,0,105,10495,9087,5707,75,4263
M-40,RADDL4B-24-012,RADDL4B-24-012_3,1,16 Dec 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode53,pass,7871,7373,293.6583138,309.5487971,162,0,1910,11894,11887,11877,8899,11590
M-41,RADDL4B-24-015,RADDL4B-24-015_1,RADDL4B-24-015_1,6 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode08,fail,13563,13399,440.3199799,621.6041473,94,0,3328,10480,9470,9185,5876,8320
