sample_id,sample_labid,sample_sequenceid,duplicate_id,extraction_date,sample_tissuetype,sample_buffer,country,lateral_flow_test,dfat_result,diagnostic_result,test_centre,ngs_runid,ngs_rundate,ngs_location,ngs_platform,nanopore_platform,ngs_flowcell,ngs_prep,ngs_barcode,extraction_pass,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,consensus_coverage
M-91,RADDL4B-24-084,RADDL4B-24-084_2,1,28 Nov 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode89,pass,527,481,27.91107945,18.36252122,26,0,99,11883,11446,6826,0,5967
M-91,RADDL4B-24-084,RADDL4B-24-084_3,1,16 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode58,pass,7722,7135,340.9870935,287.7485675,224,0,1731,11891,11887,11884,11161,11798
M-92,RADDL4B-24-085,RADDL4B-24-085_1,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode42,fail,34400,33499,1446.283859,786.9974133,1424,0,3849,11688,11682,11680,11667,11602
M-92,RADDL4B-24-085,RADDL4B-24-085_2,1,28 Nov 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode90,pass,1147,1095,54.56310761,40.70331262,45,0,228,11893,11829,10287,1381,8598
M-92,RADDL4B-24-085,RADDL4B-24-085_3,1,12 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode59,pass,12074,11313,559.8043916,437.1725286,370,0,2495,11897,11893,11888,11501,11792
M-93,RADDL4B-24-086,RADDL4B-24-086_1,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode43,fail,51328,49426,2318.327774,1317.746013,2081,0,6845,11893,11682,11682,11677,11599
M-93,RADDL4B-24-086,RADDL4B-24-086_2,1,28 Nov 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode91,pass,2493,2349,106.5951224,90.87401951,89,0,505,11896,11882,11500,5216,10573
M-93,RADDL4B-24-086,RADDL4B-24-086_3,1,16 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode60,pass,2630,2416,108.3374958,104.4295526,72,0,639,11888,11882,11493,4484,11150
M-94,RADDL4B-24-087,RADDL4B-24-087_1,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode44,fail,16416,15986,841.3397586,415.6293878,818.5,0,2091,11682,11681,11677,11513,11596
M-94,RADDL4B-24-087,RADDL4B-24-087_2,1,28 Nov 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode92,pass,2711,2512,124.0762655,112.7469593,106,0,615,11887,11885,11317,6284,9788
M-94,RADDL4B-24-087,RADDL4B-24-087_3,1,16 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode61,pass,4379,4079,174.506118,159.4600842,106,0,956,11893,11887,11716,6072,11588
M-95,RADDL4B-24-088,RADDL4B-24-088_1,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode45,fail,59779,58481,2631.343781,1438.262207,2478,0,7258,11894,11893,11884,11677,11802
M-95,RADDL4B-24-088,RADDL4B-24-088_2,1,28 Nov 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run11,2 Dec 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode93,pass,1565,1462,68.10132417,60.81508671,51,0,326,11887,11872,9673,2498,7893
M-95,RADDL4B-24-088,RADDL4B-24-088_3,1,16 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode62,pass,2624,2408,108.1330037,90.60465078,70,0,587,11887,11884,11584,4538,10924
M-98,RADDL4B-24-100,RADDL4B-24-100,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode85,fail,73290,72517,2425.53168,3138.14162,1038,0,16258,11682,11096,10656,8647,10437
M-99,RADDL4B-24-101,RADDL4B-24-101_1,1,16 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode69,pass,93366,91596,4367.199128,2423.38507,4212,0,12651,11896,11894,11893,11885,11802
M-99,RADDL4B-24-101,RADDL4B-24-101_2,1,12 Dec 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode63,pass,12927,11943,497.6574757,419.1271479,353,0,2411,11896,11892,11886,11544,11798
OM-35,RADDL4B-23-044,RADDL4B-23-044,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode02,fail,9586,9472,322.1378646,277.6037837,264,0,1242,11486,11104,10310,8465,10102
OM-36,RADDL4B-23-047,RADDL4B-23-047,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode05,fail,8096,8021,264.8627221,271.9201458,193,0,1162,10674,10408,9452,7453,8974
OM-37,RADDL4B-23-049,RADDL4B-23-049,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode06,fail,10391,10243,340.892055,311.8676479,274,0,1350,11037,10513,9600,8701,9109
OM-38,RADDL4B-23-058,RADDL4B-23-058,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode25,fail,2347,2017,78.42893061,88.6398033,46,0,532,11887,11684,10330,2773,8319
OM-40,RADDL4B-23-064,RADDL4B-23-064,1,4 Oct 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode26,pass,5813,5284,280.1438988,220.084513,198,0,968,11896,11893,11882,9832,11804
OM-41,RADDL4B-23-090,RADDL4B-23-090,1,4 Oct 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode27,pass,194,141,7.789808917,5.816767724,6,0,28,11624,8309,581,0,-9
OM-42,RADDL4B-23-091,RADDL4B-23-091,1,4 Oct 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode28,pass,11382,10541,481.37236,482.3773096,330,0,3234,11889,11681,11676,10319,11597
OM-43,RADDL4B-24-005,RADDL4B-24-005,1,4 Oct 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode29,pass,2480,2233,112.9643815,105.130965,82,0,622,11894,11885,11636,4636,10903
OM-45,RADDL4B-24-007,RADDL4B-24-007,1,4 Oct 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode30,pass,8258,7488,377.6492625,269.0542293,280,0,1276,11894,11888,11885,11189,11802
OM-55,RADDL4B-24-046,RADDL4B-24-046,1,4 Oct 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode14,pass,54977,45633,2018.678512,1630.848412,1170,0,6639,11902,11892,11888,11881,11799
OM-56,RADDL4B-24-051,RADDL4B-24-051,1,21 Aug 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode13,fail,16639,16363,689.2915689,392.3888753,653,0,1712,11887,11886,11886,11566,11806
OM-57,RADDL4B-24-052,RADDL4B-24-052,1,4 Oct 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode15,pass,31686,28369,1346.056403,1366.287309,892,0,7603,11900,11895,11888,11857,11788
OM-58,RADDL4B-24-080,RADDL4B-24-080,1,4 Oct 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode33,pass,7288,6676,333.5214549,263.5913013,265,0,1344,11887,11886,11675,10166,11597
OM-61,RADDL4B-24-093,RADDL4B-24-093,1,4 Oct 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode79,pass,46318,45340,2367.352665,1075.478944,2149,0,5298,11897,11894,11893,11878,11805
OM-63,RADDL4B-24-108,RADDL4B-24-108,1,4 Oct 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode34,pass,4549,4169,237.3271874,179.3537811,178,0,826,11893,11892,11884,9448,11803
OM-66,RADDL4B-24-119,RADDL4B-24-119,1,4 Oct 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode35,pass,6575,5936,310.6203486,241.7271349,252,0,1292,11685,11679,11674,10260,11599
OM-71,RADDL4B-24-132,RADDL4B-24-132,1,4 Oct 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode37,pass,10553,9504,448.0779417,359.212793,320,0,1834,11914,11894,11883,11640,11803
OM-74,RADDL4B-24-161,RADDL4B-24-161,1,4 Oct 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode38,pass,10346,9466,417.4549112,351.9300817,286,0,1677,11896,11893,11881,11313,11801
OM-75,RADDL4B-24-162,RADDL4B-24-162,1,4 Oct 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode39,pass,5555,5203,288.6718907,307.8596074,209,0,1920,11895,11893,11887,10449,11799
P-34,Z-24-141,Z-24-141,Z-24-141,14 Oct 2024,Brain,None,Philippines,,positive,positive,RITM,rabv_4b_2024_r9_run10,26 Nov 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode48,pass,118,112,3.724522293,8.971263713,0,0,50,5259,2540,469,0,321
P-34,Z-24-141,Z-24-141,Z-24-141,14 Oct 2024,Brain,None,Philippines,,positive,positive,RITM,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode40,pass,5502,5126,302.9155213,241.2985831,252,0,1651,11895,11886,11884,10952,11793
P-35,Z-24-142,Z-24-142,Z-24-142,14 Oct 2024,Brain,None,Philippines,,positive,positive,RITM,rabv_4b_2024_r9_run10,26 Nov 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode49,pass,121,118,3.632919879,9.773772414,0,0,54,4252,2177,751,0,672
P-35,Z-24-142,Z-24-142,Z-24-142,14 Oct 2024,Brain,None,Philippines,,positive,positive,RITM,rabv_4b_2024_r9_run10,26 Nov 2024,Philippines,Nanopore,Minion,FAU49052,Amplicon,barcode46,pass,55,47,1.947452229,3.111053946,1,0,14,6085,1940,0,0,-9
P-35,Z-24-142,Z-24-142,Z-24-142,14 Oct 2024,Brain,None,Philippines,,positive,positive,RITM,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode41,pass,6172,5757,320.3242541,264.8312995,285,0,1722,11890,11809,11672,10887,11593
R-117,RADDL4B-24-168,RADDL4B-24-168,1,4 Nov 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode19,pass,352263,316410,12372.39231,12763.76707,6536,0,64634,11895,11893,11889,11826,11783
R-118,RADDL4B-24-169,RADDL4B-24-169,1,4 Nov 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode20,pass,317365,273884,10721.161,11860.46015,5951.5,0,56735,11895,11893,11892,11845,11791
R-53,RADDL4B-23-037,RADDL4B-23-037,1,4 Oct 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode51,pass,63498,62422,4164.967818,1744.964006,3759,0,9267,11896,11894,11893,11885,11797
R-56,RADDL4B-23-042,RADDL4B-23-042,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode01,fail,13660,13472,433.4839926,388.4938584,431.5,0,1843,11375,10784,10066,8475,9573
R-56,RADDL4B-24-043,RADDL4B-24-043,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode11,fail,18709,18487,595.2387697,491.8493453,563,0,1981,11140,11068,10627,10095,10352
R-58,RADDL4B-23-045,RADDL4B-23-045,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode03,fail,14269,14090,545.0763493,297.1849341,551,0,1391,11690,11518,11496,11486,11372
R-59,RADDL4B-23-046,RADDL4B-23-046,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode04,fail,10671,10567,343.1459102,332.5570364,260,0,1354,11509,11429,10796,7604,10438
R-61,RADDL4B-23-052,RADDL4B-23-052,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode07,fail,14548,14370,474.5254777,373.1280972,462,0,1635,11486,11354,11288,9559,11095
R-62,RADDL4B-23-053,RADDL4B-23-053,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode08,fail,19589,19404,742.5490278,415.8391349,730,0,1757,11891,11716,11497,11492,11371
R-63,RADDL4B-23-056,RADDL4B-23-056,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run7,16 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode55,fail,134541,131726,5651.659739,3054.372678,5662,0,14115,11901,11892,11888,11886,11799
R-63,RADDL4B-24-042,RADDL4B-24-042,1,21 Aug 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode10,fail,24082,23799,925.9721757,516.1863935,828,0,2209,11887,11886,11885,11676,11808
R-65,RADDL4B-23-081,RADDL4B-23-081,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode12,fail,45142,44543,1789.23416,920.0288481,1755,0,4138,11914,11885,11884,11675,11594
R-66,RADDL4B-23-076,RADDL4B-23-076,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode10,fail,38093,37166,1991.555649,873.9429339,1886,0,4709,11901,11893,11885,11676,11797
R-67,RADDL4B-23-080,RADDL4B-23-080,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode11,fail,50021,49131,1676.957593,1175.036278,1654,0,4979,11712,11682,11495,10985,11322
R-69,RADDL4B-23-105,RADDL4B-23-105,RADDL4B-23-105,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode14,fail,50522,49463,2151.601576,1316.199575,1962,0,6761,11890,11885,11678,11676,11598
R-69,RADDL4B-23-105,RADDL4B-23-105,RADDL4B-23-105,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode25,fail,38303,37173,1660.379316,812.0050554,1628,0,3651,11895,11884,11683,11677,11598
R-70,RADDL4B-23-104,RADDL4B-23-104,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode21,fail,30057,29351,1301.40119,655.038614,1260,0,3156,11894,11818,11677,11676,11594
R-72,RADDL4B-23-103,RADDL4B-23-103,1,18 Sep 2024,Brain,None,Philippines,positive,positive,positive,RADDL-4B,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode20,fail,35489,34796,1514.415857,766.2588567,1502,0,3746,11894,11885,11756,11675,11597
R-75,RADDL4B-24-066,RADDL4B-24-066,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode28,fail,48029,46173,1619.617415,1024.947048,1607,0,4308,11893,11730,11503,11456,11372
R-77,RADDL4B-24-063,RADDL4B-24-063,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode27,fail,72464,69867,2284.064449,1896.26848,1826,0,7527,11787,11664,11341,10601,11148
R-80,RADDL4B-24-095,RADDL4B-24-095,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode80,fail,36737,35659,2383.859118,851.0631748,2326,0,5280,11897,11895,11894,11892,11793
R-81,RADDL4B-24-096,RADDL4B-24-096,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode81,fail,28646,28073,1985.583222,736.8471314,1877,0,4915,11916,11893,11888,11683,11733
R-82,RADDL4B-24-097,RADDL4B-24-097,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode82,fail,39424,38409,2416.381328,888.4709797,2438,0,5846,11897,11894,11893,11892,11795
R-83,RADDL4B-24-098,RADDL4B-24-098,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode83,fail,44966,43629,2257.856604,1003.543938,2238,0,5954,11903,11894,11893,11885,11794
R-84,RADDL4B-24-099,RADDL4B-24-099,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode84,fail,28509,27881,2108.392306,764.839191,1996,0,5472,11919,11893,11891,11683,11796
R-88,RADDL4B-24-112,RADDL4B-24-112,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode86,fail,43212,42260,2751.654878,1051.524476,2677.5,0,6346,11920,11896,11894,11891,11799
R-89,RADDL4B-24-113,RADDL4B-24-113,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode87,fail,34799,34115,1878.109873,775.5770553,1915,0,4506,11895,11894,11892,11684,11793
R-90,RADDL4B-24-114,RADDL4B-24-114,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode88,fail,35724,35224,2080.70885,1012.867886,1732,0,5756,11901,11895,11893,11884,11796
R-91,RADDL4B-24-116,RADDL4B-24-116,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode89,fail,2758,2687,196.727288,82.02130604,180,0,584,11893,11683,11681,11602,11597
R-92,RADDL4B-24-117,RADDL4B-24-117,1,18 Sep 2024,Brain,None,Philippines,,positive,positive,RADDL-4B,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode90,fail,20802,20280,924.5928595,488.1069067,838,0,2259,11925,11893,11892,11670,11800
,NC_extraction_RITM_03_Dec_24,NC_extraction_RITM_03_Dec_24,NC_extraction_RITM_03_Dec_24,3 Dec 2024,,,,,,,,rabv_4b_2024_r9_run12,5 Dec 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode11,pass,0,0,,0,0,0,0,0,-9,,,
,NC_extraction_RITM_03_Dec_24,NC_extraction_RITM_03_Dec_24,NC_extraction_RITM_03_Dec_24,3 Dec 2024,,,,,,,,rabv_4b_2025_r9_run1,09 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode94,pass,0,0,,0,0,0,0,0,-9,,,
,NC_extraction_RITM_04_Nov_24,NC_extraction_RITM_04_Nov_24,1,4 Nov 2024,,,,,,,,rabv_4b_2024_r10_run1,6 Nov 2024,Philippines,Nanopore,Minion,FAZ05583,Amplicon,barcode21,pass,15,8,0.666778411,1.163562364,0,0,6,3564,93,0,0,-9
,NC_extraction_RITM_04_Oct_24,NC_extraction_RITM_04_Oct_24,1,4 Oct 2024,,,,,,,,rabv_4b_2024_r9_run9,22 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode42,pass,456,388,14.48684211,20.12986281,5,0,100,9030,6671,3276,3,2254
,NC_extraction_RITM_06_Aug_24,NC_extraction_RITM_06_Aug_24,1,6 Aug 2024,,,,,,,,rabv_4b_2024_r9_run4,26 Sep 2024,Philippines,Nanopore,Minion,FAU42631,Amplicon,barcode22,fail,45144,44533,1507.292742,1299.192032,1217.5,0,6265,11682,11629,11313,9876,10713
,NC_extraction_RITM_10_Dec_24,NC_extraction_RITM_10_Dec_24,1,10 Dec 2024,,,,,,,,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode68,pass,2,2,0.1082802548,0.310747058,0,0,1,1292,0,0,0,-9
,NC_extraction_RITM_12_Dec_24,NC_extraction_RITM_12_Dec_24,1,12 Dec 2024,,,,,,,,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode69,pass,7,3,0.3845960443,0.9410630126,0,0,5,1947,89,0,0,-9
,NC_extraction_RITM_16_Dec_24,NC_extraction_RITM_16_Dec_24,NC_extraction_RITM_16_Dec_24,16 Dec 2024,,,,,,,,rabv_4b_2025_r9_run2,14 Jan 2025,Philippines,Nanopore,Minion,FAU48941,Amplicon,barcode70,pass,1,1,0.02120348642,0.1440681716,0,0,1,253,0,0,0,-9
,NC_extraction_RITM_16_Sep_24,NC_extraction_RITM_16_Sep_24,NC_extraction_RITM_16_Sep_24,16 Sep 2024,,,,,,,,rabv_4b_2024_r9_run5,2 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode22,pass,786,782,25.27313108,61.97195127,0,0,331,5686,3848,2627,1035,2389
,NC_extraction_RITM_18_Sep_24,NC_extraction_RITM_18_Sep_24,NC_extraction_RITM_18_Sep_24,18 Sep 2024,,,,,,,,rabv_4b_2024_r9_run6,3 Oct 2024,Philippines,Nanopore,Minion,FAS97207,Amplicon,barcode46,fail,27706,26945,908.1522796,996.9401299,528.5,0,4442,11685,11455,10816,9793,10288
,NC_extraction_RITM_18_Sep_24,NC_extraction_RITM_18_Sep_24,NC_extraction_RITM_18_Sep_24,18 Sep 2024,,,,,,,,rabv_4b_2024_r9_run8,17 Oct 2024,Philippines,Nanopore,Minion,FAU43101,Amplicon,barcode94,fail,23452,23154,783.5642809,860.933402,417,0,3882,11875,10790,10386,9223,9705
,NC_extraction_RITM_21_Aug_24,NC_extraction_RITM_21_Aug_24,NC_extraction_RITM_21_Aug_24,21 Aug 2024,,,,,,,,rabv_4b_2024_r9_run3,11 Sep 2024,Philippines,Nanopore,Minion,FAQ87517,Amplicon,barcode18,fail,4056,3998,130.4197955,167.4550794,54,0,844,10230,9665,8075,4910,7249
